Year	Party	State	Member	Ticker	Action	Value	Date.of.Report	After.One.Day	One.Week	One.Month	Two.Months	Six.Months
129	2014	R	Ga	Scott, Austin	SIRI	Sold	32500	2014-06-17	NA	0.00943	-0.00267	0.02137	NA
130	2014	R	Ga	Scott, Austin	SIRI	Sold	32500	2014-06-17	0.00082	-0.00671	0.01303	0.00874	NA
131	2014	R	Ga	Scott, Austin	BBY	Purchased	8000	2014-06-17	-0.03907	-0.12701	-0.06601	-0.01885	0.1026
132	2014	R	Ga	Scott, Austin	BBY	Purchased	32500	2014-06-17	0.03808	-0.00853	0.02219	0.06456	0.21177
133	2014	R	Ga	Scott, Austin	BBY	Sold	32500	2014-06-17	0.07719	0.05737	NA	NA	NA
134	2014	R	Ga	Scott, Austin	BBY	Sold	8000	2014-06-17	-0.06026	0.01589	-0.01874	0.08941	0.14569
135	2014	R	Ga	Scott, Austin	BBY	Sold	8000	2014-06-17	0.04425	0.04883	0.06453	0.07685	NA
136	2014	R	Ga	Scott, Austin	BBY	Sold	8000	2014-06-17	0.03808	-0.00853	0.02219	0.06456	0.21177
137	2014	R	Ga	Scott, Austin	KO	Purchased	32500	2014-06-17	-0.02161	0.01763	0.05406	0.03688	0.06505
138	2014	R	Ga	Scott, Austin	KO	Sold	32500	2014-06-17	NA	NA	NA	NA	NA
139	2014	R	Ga	Scott, Austin	KO	Sold	32500	2014-06-17	0.01646	0.0147	-0.01815	-0.01372	NA
